year,co2,co2_per_capita,trade_co2,cement_co2,cement_co2_per_capita,coal_co2,coal_co2_per_capita,flaring_co2,flaring_co2_per_capita,gas_co2,gas_co2_per_capita,oil_co2,oil_co2_per_capita,other_industry_co2,other_co2_per_capita,co2_growth_prct,co2_growth_abs,co2_per_gdp,co2_per_unit_energy,consumption_co2,consumption_co2_per_capita,consumption_co2_per_gdp,cumulative_co2,cumulative_cement_co2,cumulative_coal_co2,cumulative_flaring_co2,cumulative_gas_co2,cumulative_oil_co2,cumulative_other_co2,trade_co2_share,share_global_co2,share_global_cement_co2,share_global_coal_co2,share_global_flaring_co2,share_global_gas_co2,share_global_oil_co2,share_global_other_co2,share_global_cumulative_co2,share_global_cumulative_cement_co2,share_global_cumulative_coal_co2,share_global_cumulative_flaring_co2,share_global_cumulative_gas_co2,share_global_cumulative_oil_co2,share_global_cumulative_other_co2,total_ghg,ghg_per_capita,total_ghg_excluding_lucf,ghg_excluding_lucf_per_capita,methane,methane_per_capita,nitrous_oxide,nitrous_oxide_per_capita,population,gdp,primary_energy_consumption,energy_per_capita,energy_per_gdp
1934,18143.515,190.009,0.0,150.179,1.862,14730.925,138.717,0.0,0.0,423.601,4.038,2832.353,45.365,4.842,0.025,4612.54,1490.064,33.613,0.0,0.0,0.0,0.0,789161.856,1294.473,729082.772,0.0,7039.979,51450.449,213.228,0.0,501.52,526.99,514.13,0.0,415.56,456.43,300.0,513.34,492.78,519.75,0.0,407.02,451.58,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6361407514.0,4694446876416.0,0.0,0.0,0.0
1935,19043.447,201.22,0.0,169.941,2.236,15352.019,143.176,0.0,0.0,462.695,3.84,3050.875,51.929,5.94,0.03,1755.74,899.888,33.725,0.0,0.0,0.0,0.0,808205.3,1465.186,744436.134,0.0,7502.673,54501.286,219.171,0.0,501.65,530.25,514.87,0.0,415.48,456.0,300.0,513.09,497.11,519.68,0.0,407.54,451.85,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6426496222.0,4968276590080.0,0.0,0.0,0.0
1936,20797.191,228.665,0.0,201.673,2.49,16739.898,153.438,0.0,0.0,522.111,4.968,3323.532,67.729,7.482,0.038,1795.73,1753.723,34.626,0.0,0.0,0.0,0.0,829002.481,1668.7,761176.026,0.0,8024.839,57797.504,226.65,0.0,498.69,521.14,511.27,0.0,415.99,455.69,300.0,512.7,500.48,519.45,0.0,408.13,451.91,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6495429949.0,5267668615168.0,0.0,0.0,0.0
1937,22298.141,262.368,0.0,212.322,2.615,17781.263,164.858,0.0,0.0,583.594,9.237,3710.095,85.613,8.142,0.04,2128.62,1500.95,35.099,0.0,0.0,0.0,0.0,851300.621,1878.454,778957.298,0.0,8612.06,61507.607,234.792,0.0,500.07,520.89,514.94,0.0,415.19,451.5,300.0,512.34,501.94,519.35,0.0,408.72,451.82,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6562501285.0,5499253255680.0,0.0,0.0,0.0
1938,21271.9,257.037,0.0,203.418,2.587,16863.639,156.832,0.0,0.0,563.215,9.74,3632.824,87.854,6.6,0.033,926.92,-1026.274,33.661,0.0,0.0,0.0,0.0,872572.486,2050.94,795820.892,0.0,9175.274,65140.429,241.395,0.0,507.03,528.45,523.39,0.0,415.72,455.71,300.0,512.22,496.9,519.47,0.0,409.16,452.01,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6632055952.0,5535891328000.0,0.0,0.0,0.0
1939,22359.867,324.844,0.0,181.855,2.549,17822.824,164.672,0.0,0.0,587.46,10.413,3756.284,147.171,8.583,0.043,2846.37,1087.949,33.746,0.0,0.0,0.0,0.0,894932.379,2197.44,813643.853,0.0,9748.273,68776.897,249.978,0.0,503.78,510.57,519.91,0.0,415.7,452.29,300.0,511.95,490.18,519.43,0.0,408.9,451.22,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6698136478.0,5164135119872.0,0.0,0.0,0.0
1940,24317.466,346.901,0.0,155.732,1.874,19613.205,173.981,0.0,0.0,639.625,12.553,3895.995,158.442,9.681,0.047,1116.58,1957.619,35.919,0.0,0.0,0.0,0.0,919249.74,2344.92,833257.088,0.0,10375.105,72672.863,259.659,0.0,501.35,496.65,517.61,0.0,416.71,446.4,300.0,511.74,488.83,519.44,0.0,408.91,450.99,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6766983735.0,12297957285376.0,0.0,0.0,0.0
1941,24574.556,305.534,0.0,216.022,2.347,19832.952,167.799,0.0,0.0,624.372,6.279,3885.075,129.048,12.102,0.057,-120.3,267.247,32.705,0.0,0.0,0.0,0.0,943633.46,2625.429,852914.727,0.0,10892.974,76378.671,271.761,0.0,495.51,500.01,511.53,0.0,406.85,441.03,300.0,511.15,502.08,519.15,0.0,404.83,449.38,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6842036648.0,5575509372416.0,0.0,0.0,0.0
1942,24169.236,272.547,0.0,184.184,2.219,19612.948,157.823,0.0,0.0,675.921,5.006,3680.043,107.442,12.102,0.056,1028.91,-405.099,28.934,0.0,0.0,0.0,0.0,967799.691,2778.44,872415.519,0.0,11595.857,80197.958,283.866,0.0,489.26,481.19,503.45,0.0,407.06,440.33,300.0,510.61,495.07,518.68,0.0,405.87,449.75,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6896125025.0,5643097553920.0,0.0,0.0,0.0
1943,24543.814,290.419,0.0,171.899,2.009,19725.625,161.233,0.0,0.0,741.888,4.932,3887.099,122.187,12.984,0.06,-77.54,374.154,28.17,0.0,0.0,0.0,0.0,992534.95,2956.161,892141.248,0.0,12309.692,84096.45,296.847,0.0,488.57,494.84,504.09,0.0,405.62,437.69,300.0,510.14,496.11,518.4,0.0,404.98,449.28,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6947422691.0,5805823352192.0,0.0,0.0,0.0
1944,24650.584,305.818,0.0,107.464,1.547,19263.146,154.732,0.0,0.0,798.916,5.016,4463.75,144.463,12.984,0.06,190.7,106.788,28.702,0.0,0.0,0.0,0.0,1017185.508,2978.699,911404.397,0.0,13136.664,88560.272,309.831,0.0,482.84,475.19,498.68,0.0,404.31,438.36,300.0,509.45,481.59,517.98,0.0,405.79,448.71,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6997693298.0,5885837772800.0,0.0,0.0,0.0
1945,19818.315,240.654,0.0,108.88,1.644,14458.865,124.255,0.0,0.0,888.701,6.188,4346.03,108.514,11.883,0.053,32585.69,-4832.289,27.879,0.0,0.0,0.0,0.0,1037005.669,3130.611,925990.91,0.0,14104.095,92933.533,321.714,0.0,466.88,474.75,483.14,0.0,410.14,430.88,300.0,508.53,488.04,517.44,0.0,408.32,448.01,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7047737353.0,5478689744640.0,0.0,0.0,0.0
1946,22174.833,307.309,0.0,176.596,2.584,16166.969,146.745,0.0,0.0,919.455,7.608,4895.973,150.312,11.883,0.052,18558.81,2353.313,33.62,0.0,0.0,0.0,0.0,1059180.477,3384.24,942167.848,0.0,15024.606,97902.402,333.597,0.0,478.56,487.25,500.61,0.0,410.77,429.39,300.0,507.8,499.36,517.15,0.0,408.54,447.35,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7168384025.0,5193709992448.0,0.0,0.0,0.0
1947,24791.325,459.791,0.0,212.56,3.234,18125.063,165.933,0.0,0.0,1018.818,8.111,5416.699,282.456,13.644,0.059,3025.88,2616.439,34.304,0.0,0.0,0.0,0.0,1083972.464,3598.552,960292.892,0.0,16064.677,103385.41,347.238,0.0,483.21,493.26,501.67,0.0,411.01,443.39,300.0,507.29,499.24,516.83,0.0,409.25,447.44,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7224788204.0,5252118826752.0,0.0,0.0,0.0
1948,26190.579,309.057,0.0,258.567,3.691,18803.753,172.67,0.0,0.0,1156.411,9.297,5952.488,123.34,14.523,0.061,4494.99,1413.648,34.797,0.0,0.0,0.0,0.0,1110035.017,3854.181,979246.419,0.0,17221.092,109217.129,361.761,0.0,484.84,501.37,504.83,0.0,412.83,444.24,300.0,506.67,499.01,516.64,0.0,409.46,446.75,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7284693147.0,5673986886912.0,0.0,0.0,0.0
1949,25957.162,573.67,0.0,294.148,4.048,18379.148,171.692,0.0,0.0,1249.112,33.419,6018.032,364.463,12.543,0.053,15528.94,-228.986,35.102,0.0,0.0,0.0,0.0,1136053.253,4146.523,997515.3,0.0,18470.205,115298.193,374.304,0.0,495.04,505.85,518.71,0.0,415.76,450.05,300.0,506.42,499.25,516.68,0.0,409.83,447.14,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7368045558.0,5938392539136.0,0.0,0.0,0.0
1950,29018.725,951.626,0.0,339.424,4.507,19811.671,214.263,269.358,6.026,1461.597,14.225,7116.719,712.543,14.964,0.06,81592.22,2911.84,56.221,0.0,0.0,0.0,0.0,1165138.957,4487.11,1017437.248,269.358,19888.868,122484.032,389.268,0.0,483.33,507.73,513.73,365.86,413.87,431.59,300.0,505.79,499.99,516.68,365.86,409.24,446.42,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7570712667.0,15851389108728.0,0.0,0.0,0.0
1951,30932.373,1223.73,0.0,384.59,4.928,21036.699,228.437,289.698,6.881,1719.688,15.132,7479.707,968.268,16.503,0.066,2197.06,1918.797,54.969,0.0,0.0,0.0,0.0,1195945.165,4876.313,1038473.932,559.058,21629.418,129837.559,405.771,0.0,484.82,507.99,518.14,362.7,413.2,429.13,300.0,505.25,501.09,516.66,364.2,410.0,444.89,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7712654543.0,7983527429312.0,0.0,0.0,0.0
1952,31449.485,843.456,0.0,411.626,5.249,20931.197,234.593,309.477,7.079,1848.699,15.375,7927.065,581.09,16.065,0.064,2457.55,517.202,57.271,0.0,0.0,0.0,0.0,1227383.543,5287.916,1059405.132,868.534,23478.117,137753.521,421.836,0.0,486.3,510.02,522.07,362.54,413.54,431.04,300.0,504.65,501.73,516.77,363.62,410.28,444.13,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7852544506.0,8392322742600.0,0.0,0.0,0.0
1953,32354.519,889.391,0.0,457.358,5.7,21142.983,225.937,297.688,6.364,1968.767,15.665,8461.898,635.646,19.365,0.075,1352.55,904.549,55.247,0.0,0.0,0.0,0.0,1259864.228,5745.266,1080548.095,1166.222,25446.885,146341.593,441.201,0.0,486.66,511.07,522.87,365.94,414.88,433.24,300.0,504.26,502.49,516.91,364.22,410.63,443.85,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7992061972.0,8874987775968.0,0.0,0.0,0.0
1954,33305.881,1387.534,0.0,496.551,6.23,21354.047,232.729,279.464,6.308,2084.294,16.051,9068.648,1126.139,17.163,0.066,9917.79,949.942,57.537,0.0,0.0,0.0,0.0,1293181.211,6241.821,1101901.98,1444.414,27531.184,155421.339,458.364,0.0,490.5,511.48,528.64,360.08,415.76,438.16,300.0,503.95,503.2,517.1,363.07,410.97,443.5,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8133216641.0,9089741290352.0,0.0,0.0,0.0
1955,36444.615,1223.668,0.0,550.829,6.964,23044.382,247.619,369.491,7.258,2282.834,16.712,10169.217,945.029,20.904,0.079,4220.67,3138.559,60.363,0.0,0.0,0.0,0.0,1329625.834,6792.642,1124946.354,1815.174,29814.016,165590.558,479.268,0.0,489.58,512.85,526.99,381.55,417.19,439.68,300.0,503.5,504.02,517.32,366.95,411.48,443.32,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8283968168.0,9683840271952.0,0.0,0.0,0.0
1956,38829.973,1427.86,0.0,595.609,7.355,24221.844,259.07,412.645,7.863,2463.75,17.667,11107.972,1135.816,21.126,0.078,1831.47,2385.355,61.258,0.0,0.0,0.0,0.0,1368455.802,7388.245,1149168.252,2227.818,32277.755,176698.525,500.394,0.0,489.93,511.45,526.85,381.46,419.6,442.69,300.0,503.06,504.58,517.51,369.56,412.07,443.27,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8431612731.0,10085759117944.0,0.0,0.0,0.0
1957,40169.352,1106.645,0.0,628.942,7.918,24708.558,259.655,401.135,7.9,2739.582,19.723,11663.859,811.376,20.466,0.073,1802.85,1339.384,60.433,0.0,0.0,0.0,0.0,1408624.973,8017.197,1173876.631,2628.951,35017.333,188362.237,520.857,0.0,490.7,513.63,527.82,377.03,423.73,444.79,300.0,502.76,505.28,517.7,370.69,412.96,443.38,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8583604349.0,10465703470872.0,0.0,0.0,0.0
1958,41253.251,1006.679,0.0,665.789,8.266,24877.144,247.503,363.311,7.031,3023.421,22.416,12298.931,721.389,18.483,0.065,1310.46,1084.12,62.203,0.0,0.0,0.0,0.0,1449868.444,8682.586,1198751.91,2992.262,38040.755,200653.368,539.343,0.0,490.02,513.67,523.28,381.99,428.41,450.96,300.0,502.36,505.93,517.83,372.02,414.16,443.79,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8760050974.0,10704542431944.0,0.0,0.0,0.0
1959,43191.256,1129.872,0.0,747.175,9.225,25601.41,245.299,354.286,6.522,3280.4,24.319,13174.836,844.402,24.867,0.087,2098.76,1937.97,62.51,0.0,8856.189,2.972,0.0,1493057.041,9429.759,1224353.302,3346.548,41337.712,213825.633,564.207,0.0,487.53,514.79,517.43,386.35,432.66,453.39,300.0,501.93,506.56,517.82,373.49,415.74,444.38,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8933657650.0,11262832827920.0,0.0,0.0,0.0
1960,45858.292,1038.924,0.0,814.266,9.804,26657.714,256.817,349.33,5.922,3644.704,33.381,14282.258,732.846,82.521,0.145,4079.53,2667.045,57.264,0.0,9386.934,3.093,0.709,1538915.327,10244.0,1251010.829,3695.878,44982.366,228107.875,646.728,0.0,488.5,517.55,517.49,391.87,436.82,456.75,300.0,501.51,507.42,517.84,375.12,417.38,445.15,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9100095060.0,25701941473288.0,0.0,0.0,0.0
1961,46303.854,1057.377,0.0,859.175,10.294,25875.058,252.959,341.054,5.573,3900.287,34.636,15211.412,753.765,87.657,0.149,2154.01,445.55,57.37,0.0,9417.463,3.046,0.0,1585219.184,11103.182,1276885.932,4036.93,48883.987,243319.295,734.385,0.0,491.56,523.63,523.53,395.57,442.3,458.94,300.0,501.21,508.66,517.93,376.81,419.26,445.94,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9270281335.0,12889626132392.0,0.0,0.0,0.0
1962,48132.169,1094.223,0.0,925.028,10.865,25914.0,247.848,334.853,6.049,4317.453,38.481,16519.719,790.815,90.831,0.153,1984.63,1828.259,58.287,0.0,9750.057,3.095,0.0,1633351.271,12028.247,1302799.876,4371.782,53201.442,259839.008,825.216,0.0,493.59,524.68,525.89,389.69,446.23,463.76,300.0,500.99,509.9,518.09,377.76,421.37,447.04,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9445975277.0,13590044590784.0,0.0,0.0,0.0
1963,50811.098,1150.347,0.0,974.351,11.172,26843.331,253.102,366.763,99.097,4700.742,43.862,17798.902,742.937,95.253,0.157,4731.83,2678.936,59.249,0.0,10271.524,3.199,0.0,1684162.369,13002.596,1329643.192,4738.545,57910.109,277431.888,920.469,0.0,494.7,523.99,525.42,405.27,449.12,467.46,300.0,500.8,510.91,518.24,379.74,423.53,447.95,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9627632960.0,14315367131504.0,0.0,0.0,0.0
1964,53567.277,1162.897,0.0,1081.7,12.206,27324.528,258.929,477.44,135.976,5225.863,47.236,19317.813,708.362,104.94,0.17,3091.71,2756.127,60.697,0.0,10828.858,3.308,0.0,1737729.718,14084.3,1356965.633,5215.987,63135.978,296955.725,1025.412,0.0,494.66,524.77,523.99,423.25,453.4,470.25,300.0,500.62,511.95,518.37,383.37,425.84,449.69,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9817057283.0,15293425524896.0,0.0,0.0,0.0
1965,55885.079,1120.8,0.0,1134.418,12.756,27579.86,253.783,560.597,127.962,5625.466,50.175,20846.604,675.948,103.596,0.17,2453.62,2317.807,60.919,31.287,11317.233,3.389,0.0,1793614.795,15218.724,1384547.653,5776.578,68761.453,317802.337,1129.008,0.0,493.73,524.18,521.05,429.75,457.24,472.34,300.0,500.36,512.82,518.41,387.38,428.24,451.08,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10013776674.0,16099980405536.0,100802.963,1536905.687,129.966
1966,58477.071,1082.346,0.0,1221.28,13.345,27752.247,251.386,628.624,118.451,6143.41,54.691,22586.629,644.287,108.663,0.179,2189.25,2591.989,59.758,31.33,11865.861,3.482,0.0,1852091.868,16439.969,1412298.232,6405.203,74904.853,340388.958,1237.671,0.0,492.67,524.21,518.67,434.82,458.6,474.28,300.0,500.15,513.63,518.35,391.62,430.52,452.5,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10218710902.0,16956550287592.0,105644.973,1568998.078,130.39
1967,60309.033,1148.732,0.0,1264.211,15.724,27308.831,245.033,827.448,123.963,6606.807,63.012,24152.944,700.818,111.6,0.177,6988.58,1831.967,61.693,29.788,12243.046,3.519,0.0,1912400.901,17695.746,1439607.001,7232.652,81511.668,364541.91,1349.268,0.0,492.51,526.96,518.67,433.71,461.12,475.73,300.0,499.92,514.32,518.42,396.01,432.94,454.03,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10431179970.0,17625316462848.0,109360.486,1625621.611,130.202
1968,63591.832,1145.01,0.0,1345.413,16.46,27591.116,243.686,885.148,114.438,7233.633,79.027,26382.144,691.199,115.779,0.181,2990.99,3282.797,64.917,27.493,12909.913,3.635,0.0,1975992.724,19049.625,1467199.002,8117.801,88747.291,390820.012,1465.047,0.0,492.51,526.69,518.35,434.35,463.88,476.97,300.0,499.67,515.44,518.36,399.84,435.32,455.37,300.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10649601054.0,18593742743472.0,116352.904,1759856.683,132.768
